name,size,mounting_type,sensing_distance,output_type,operation_mode,connection_method,material_housing,io_link_baud_rate,overall_length,thread_length,degree_of_protection
E2E-X10C1L30 5M,M30,Flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X10C1L30-M1,M30,Flush,10 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X10C230 2M,M30,Flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X10C230 5M,M30,Flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X10C230-M1,M30,Flush,10 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
E2E-X10C2L30 2M,M30,Flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X10C2L30-M1,M30,Flush,10 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X10C330-M1,M30,Flush,10 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
E2E-X10MB1T12 2M,M12,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MB1T12-M1,M12,Non-flush,10 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),48 mm,26 mm,IP67/IP69K
E2E-X10MB1T12-M1TJ 0.3M,M12,Non-flush,10 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MB1T12-R 2M,M12,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MB1T18 10M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB1T18 2M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB1T18 5M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB1T18-M1,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),53 mm,28 mm,IP67/IP69K
E2E-X10MB1T18-M1TJ 0.3M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB1T18-R 2M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB1TL12 2M,M12,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X10MB1TL12-M1,M12,Non-flush,10 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),70 mm,48 mm,IP67/IP69K
E2E-X10MB1TL12-M1TJ 0.3M,M12,Non-flush,10 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X10MB1TL18 2M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MB1TL18 5M,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MB1TL18-M1,M18,Non-flush,10 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,50 mm,IP67/IP69K
E2E-X10MB212 2M,M12,Non-flush,10 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MB212-M1,M12,Non-flush,10 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,26 mm,IP67/IP69K
E2E-X10MB218 2M,M18,Non-flush,10 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB218 5M,M18,Non-flush,10 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MB218-M1,M18,Non-flush,10 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X10MB2L12 2M,M12,Non-flush,10 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X10MB2L12-M1,M12,Non-flush,10 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,48 mm,IP67/IP69K
E2E-X10MB2L18 2M,M18,Non-flush,10 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MB2L18-M1,M18,Non-flush,10 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X10MB3D12-M1,M12,Non-flush,10 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),48 mm,26 mm,IP67/IP69K
E2E-X10MC112-M1,M12,Non-flush,10 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,26 mm,IP67/IP69K
E2E-X10MC118 2M,M18,Non-flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MC118 5M,M18,Non-flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MC118-M1,M18,Non-flush,10 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X10MC118-R 2M,M18,Non-flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MC1L18 2M,M18,Non-flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MC1L18 5M,M18,Non-flush,10 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MC1L18-M1,M18,Non-flush,10 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X10MC218 2M,M18,Non-flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MC218 5M,M18,Non-flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X10MC218-M1,M18,Non-flush,10 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X10MC2L18 2M,M18,Non-flush,10 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X10MC2L18-M1,M18,Non-flush,10 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X10MD112 2M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112 5M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-M1TGJ 0.3M,M12,Non-flush,10 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-M1TGJ-T 0.3M,M12,Non-flush,10 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-R 2M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-R 5M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-T 2M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-T 5M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-TR 2M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD112-TR 5M,M12,Non-flush,10 mm,2-wire,NO,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212 2M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212 5M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-M1TGJ 0.3M,M12,Non-flush,10 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-M1TGJ-T 0.3M,M12,Non-flush,10 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-R 2M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-R 5M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-T 2M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-T 5M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-TR 2M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X10MD212-TR 5M,M12,Non-flush,10 mm,2-wire,NC,Cable,"Brass, nickel plated",,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X11D118 2M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118 5M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-M1TGJ 0.3M,M18,Quasi-flush,11 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-M1TGJ-T 0.3M,M18,Quasi-flush,11 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-R 2M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-R 5M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-T 2M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-T 5M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-TR 2M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D118-TR 5M,M18,Quasi-flush,11 mm,2-wire,NO,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218 2M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218 5M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-M1TGJ 0.3M,M18,Quasi-flush,11 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-M1TGJ-T 0.3M,M18,Quasi-flush,11 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-R 2M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-R 5M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-T 2M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-T 5M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-TR 2M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X11D218-TR 5M,M18,Quasi-flush,11 mm,2-wire,NC,Cable,"Brass, nickel plated",,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B1T18 2M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B1T18 5M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B1T18-M1,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),53 mm,33 mm,IP67/IP69K
E2E-X12B1T18-M1TJ 0.3M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B1T18-R 2M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B1TL18 2M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X12B1TL18-M1,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,59 mm,IP67/IP69K
E2E-X12B1TL18-M1TJ 0.3M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X12B218 2M,M18,Quasi-flush,12 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B218 5M,M18,Quasi-flush,12 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B218-M1,M18,Quasi-flush,12 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X12B218-M1TJ 0.3M,M18,Quasi-flush,12 mm,PNP,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B2L18 2M,M18,Quasi-flush,12 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X12B2L18-M1,M18,Quasi-flush,12 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,59 mm,IP67/IP69K
E2E-X12B3D18 2M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B3D18-M1,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),53 mm,33 mm,IP67/IP69K
E2E-X12B3D18-M1TJ 0.3M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO + NC,M12 pigtail Smartclick connector,"Brass, nickel plated",COM2 (38.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12B3DL18 2M,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X12B3DL18-M1,M18,Quasi-flush,12 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),75 mm,59 mm,IP67/IP69K
E2E-X12C118 2M,M18,Quasi-flush,12 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12C118-M1,M18,Quasi-flush,12 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X12C218 2M,M18,Quasi-flush,12 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12C218 5M,M18,Quasi-flush,12 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X12C218-M1,M18,Quasi-flush,12 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X14B1T18 2M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14B1T18-M1,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),53 mm,33 mm,IP67/IP69K
E2E-X14B1T18-M1TJ 0.3M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14B1T18-M1TJR 0.3M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14B1T18-R 2M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14B1TL18 2M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X14B1TL18-M1,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,59 mm,IP67/IP69K
E2E-X14B1TL18-M1TJ 0.3M,M18,Quasi-flush,14 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X14B218 2M,M18,Quasi-flush,14 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14B218-M1,M18,Quasi-flush,14 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X14B2L18 2M,M18,Quasi-flush,14 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X14B2L18-M1,M18,Quasi-flush,14 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,59 mm,IP67/IP69K
E2E-X14C118 2M,M18,Flush,14 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14C118-M1,M18,Quasi-flush,14 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X14C1L18 2M,M18,Flush,14 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X14C1L18-M1,M18,Quasi-flush,14 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,59 mm,IP67/IP69K
E2E-X14C218 2M,M18,Quasi-flush,14 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14C218 5M,M18,Quasi-flush,14 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,33 mm,IP67/IP67G/IP69K
E2E-X14C218-M1,M18,Quasi-flush,14 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,33 mm,IP67/IP69K
E2E-X14C2L18 2M,M18,Flush,14 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,59 mm,IP67/IP67G/IP69K
E2E-X15B1T30 10M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B1T30 2M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B1T30 5M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B1T30-M1,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),58 mm,39 mm,IP67/IP69K
E2E-X15B1T30-M1TJ 0.3M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B1T30-R 2M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B1TL30 2M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B1TL30 5M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B1TL30-M1,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),80 mm,65 mm,IP67/IP69K
E2E-X15B1TL30-M1TJ 0.3M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B230 10M,M30,Quasi-flush,15 mm,PNP,NC,Cable,"Brass, nickel plated",,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B230 2M,M30,Quasi-flush,15 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B230 5M,M30,Quasi-flush,15 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B230-M1,M30,Quasi-flush,15 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
E2E-X15B2L30 2M,M30,Quasi-flush,15 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B2L30 5M,M30,Quasi-flush,15 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B2L30-M1,M30,Quasi-flush,15 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X15B3D30 2M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B3D30-M1,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),58 mm,39 mm,IP67/IP69K
E2E-X15B3D30-M1TJ 0.3M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,M12 pigtail Smartclick connector,"Brass, nickel plated",COM2 (38.4 kbps),60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15B3DL30 2M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B3DL30 5M,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15B3DL30-M1,M30,Quasi-flush,15 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),80 mm,65 mm,IP67/IP69K
E2E-X15C130 2M,M30,Quasi-flush,15 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15C130 5M,M30,Quasi-flush,15 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15C130-M1,M30,Quasi-flush,15 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
